2017-05-27 15:32:03,648671 [INFO] get image failed!
2017-05-27 15:32:05,478776 [INFO] get image failed!
2017-05-27 15:32:06,816853 [INFO] get image failed!
2017-05-27 15:32:08,022922 [INFO] get image failed!
2017-05-27 15:32:08,855969 [INFO] get image failed!
2017-05-27 15:32:10,031036 [INFO] get image failed!
2017-05-27 15:32:11,688131 [INFO] loading database DB1_B
2017-05-27 15:32:11,690131 [INFO] database is loaded success
2017-05-27 15:33:29,312571 [INFO] get image failed!
2017-05-27 15:33:30,047613 [INFO] get image failed!
2017-05-27 15:33:35,600931 [INFO] loading database DB4_B
2017-05-27 15:33:35,601931 [INFO] database is loaded success
2017-05-27 15:54:36,674060 [INFO] loading database DB1_B
2017-05-27 15:54:36,677060 [INFO] database is loaded success
2017-05-27 15:56:34,681810 [INFO] loading database DB4_B
2017-05-27 15:56:34,744813 [INFO] database is loaded success
2017-05-27 15:56:35,592862 [INFO] 113
2017-05-27 15:56:35,592862 [INFO] 19
2017-05-27 15:56:35,592862 [INFO] 6
2017-05-27 15:56:35,592862 [INFO] 0
2017-05-27 15:56:35,592862 [INFO] 0
2017-05-27 15:56:35,592862 [INFO] 0
2017-05-27 15:56:35,592862 [INFO] 0
2017-05-27 15:56:35,592862 [INFO] 0
2017-05-27 15:56:35,592862 [INFO] 0
2017-05-27 15:56:35,593862 [INFO] 0
2017-05-27 15:56:35,593862 [INFO] 0
2017-05-27 15:56:35,593862 [INFO] 1
2017-05-27 15:56:35,593862 [INFO] 12
2017-05-27 15:56:35,593862 [INFO] 30
2017-05-27 15:56:35,593862 [INFO] 45
2017-05-27 15:56:35,593862 [INFO] 61
2017-05-27 15:56:35,593862 [INFO] 81
2017-05-27 15:56:35,593862 [INFO] 87
2017-05-27 15:56:35,593862 [INFO] 83
2017-05-27 15:56:35,593862 [INFO] 89
2017-05-27 15:56:35,593862 [INFO] 83
2017-05-27 15:56:35,593862 [INFO] 74
2017-05-27 15:56:35,593862 [INFO] 81
2017-05-27 15:56:35,593862 [INFO] 88
2017-05-27 15:56:35,593862 [INFO] 73
2017-05-27 15:56:35,593862 [INFO] 39
2017-05-27 15:56:35,593862 [INFO] 13
2017-05-27 15:56:35,593862 [INFO] 6
2017-05-27 15:56:35,593862 [INFO] 3
2017-05-27 15:56:35,593862 [INFO] 0
2017-05-27 15:56:35,593862 [INFO] 0
2017-05-27 15:56:35,593862 [INFO] 3
2017-05-27 15:56:35,593862 [INFO] 13
2017-05-27 15:56:35,593862 [INFO] 27
2017-05-27 15:56:35,593862 [INFO] 43
2017-05-27 15:56:35,593862 [INFO] 60
2017-05-27 15:56:35,593862 [INFO] 79
2017-05-27 15:56:35,593862 [INFO] 90
2017-05-27 15:56:35,593862 [INFO] 85
2017-05-27 15:56:35,593862 [INFO] 69
